jurisdiction,year,ipcc_code,Product,tax,ets,tax_rate_excl_ex_clcu,tax_ex_rate,ets_price
Nigeria,1989,0,,,,,,
Nigeria,1989,1,,,,,,
Nigeria,1989,1A,Coal,,,,,
Nigeria,1989,1A,Natural gas,,,,,
Nigeria,1989,1A,Oil,,,,,
Nigeria,1989,1A1,Coal,,,,,
Nigeria,1989,1A1,Natural gas,,,,,
Nigeria,1989,1A1,Oil,,,,,
Nigeria,1989,1A1A,Coal,,,,,
Nigeria,1989,1A1A,Natural gas,,,,,
Nigeria,1989,1A1A,Oil,,,,,
Nigeria,1989,1A1A1,Coal,,,,,
Nigeria,1989,1A1A1,Natural gas,,,,,
Nigeria,1989,1A1A1,Oil,,,,,
Nigeria,1989,1A1A2,Coal,,,,,
Nigeria,1989,1A1A2,Natural gas,,,,,
Nigeria,1989,1A1A2,Oil,,,,,
Nigeria,1989,1A1A3,Coal,,,,,
Nigeria,1989,1A1A3,Natural gas,,,,,
Nigeria,1989,1A1A3,Oil,,,,,
Nigeria,1989,1A1B,Coal,,,,,
Nigeria,1989,1A1B,Natural gas,,,,,
Nigeria,1989,1A1B,Oil,,,,,
Nigeria,1989,1A1C,Coal,,,,,
Nigeria,1989,1A1C,Natural gas,,,,,
Nigeria,1989,1A1C,Oil,,,,,
Nigeria,1989,1A2,Coal,,,,,
Nigeria,1989,1A2,Natural gas,,,,,
Nigeria,1989,1A2,Oil,,,,,
Nigeria,1989,1A2A,Coal,,,,,
Nigeria,1989,1A2A,Natural gas,,,,,
Nigeria,1989,1A2A,Oil,,,,,
Nigeria,1989,1A2B,Coal,,,,,
Nigeria,1989,1A2B,Natural gas,,,,,
Nigeria,1989,1A2B,Oil,,,,,
Nigeria,1989,1A2C,Coal,,,,,
Nigeria,1989,1A2C,Natural gas,,,,,
Nigeria,1989,1A2C,Oil,,,,,
Nigeria,1989,1A2D,Coal,,,,,
Nigeria,1989,1A2D,Natural gas,,,,,
Nigeria,1989,1A2D,Oil,,,,,
Nigeria,1989,1A2E,Coal,,,,,
Nigeria,1989,1A2E,Natural gas,,,,,
Nigeria,1989,1A2E,Oil,,,,,
Nigeria,1989,1A2F,Coal,,,,,
Nigeria,1989,1A2F,Natural gas,,,,,
Nigeria,1989,1A2F,Oil,,,,,
Nigeria,1989,1A2G,Coal,,,,,
Nigeria,1989,1A2G,Natural gas,,,,,
Nigeria,1989,1A2G,Oil,,,,,
Nigeria,1989,1A2H,Coal,,,,,
Nigeria,1989,1A2H,Natural gas,,,,,
Nigeria,1989,1A2H,Oil,,,,,
Nigeria,1989,1A2I,Coal,,,,,
Nigeria,1989,1A2I,Natural gas,,,,,
Nigeria,1989,1A2I,Oil,,,,,
Nigeria,1989,1A2J,Coal,,,,,
Nigeria,1989,1A2J,Natural gas,,,,,
Nigeria,1989,1A2J,Oil,,,,,
Nigeria,1989,1A2K,Coal,,,,,
Nigeria,1989,1A2K,Natural gas,,,,,
Nigeria,1989,1A2K,Oil,,,,,
Nigeria,1989,1A2L,Coal,,,,,
Nigeria,1989,1A2L,Natural gas,,,,,
Nigeria,1989,1A2L,Oil,,,,,
Nigeria,1989,1A2M,Coal,,,,,
Nigeria,1989,1A2M,Natural gas,,,,,
Nigeria,1989,1A2M,Oil,,,,,
Nigeria,1989,1A3,Coal,,,,,
Nigeria,1989,1A3,Natural gas,,,,,
Nigeria,1989,1A3,Oil,,,,,
Nigeria,1989,1A3A,Coal,,,,,
Nigeria,1989,1A3A,Natural gas,,,,,
Nigeria,1989,1A3A,Oil,,,,,
Nigeria,1989,1A3A1,Coal,,,,,
Nigeria,1989,1A3A1,Natural gas,,,,,
Nigeria,1989,1A3A1,Oil,,,,,
Nigeria,1989,1A3A2,Coal,,,,,
Nigeria,1989,1A3A2,Natural gas,,,,,
Nigeria,1989,1A3A2,Oil,,,,,
Nigeria,1989,1A3B,Coal,,,,,
Nigeria,1989,1A3B,Natural gas,,,,,
Nigeria,1989,1A3B,Oil,,,,,
Nigeria,1989,1A3C,Coal,,,,,
Nigeria,1989,1A3C,Natural gas,,,,,
Nigeria,1989,1A3C,Oil,,,,,
Nigeria,1989,1A3D,Coal,,,,,
Nigeria,1989,1A3D,Natural gas,,,,,
Nigeria,1989,1A3D,Oil,,,,,
Nigeria,1989,1A3D1,Coal,,,,,
Nigeria,1989,1A3D1,Natural gas,,,,,
Nigeria,1989,1A3D1,Oil,,,,,
Nigeria,1989,1A3D2,Coal,,,,,
Nigeria,1989,1A3D2,Natural gas,,,,,
Nigeria,1989,1A3D2,Oil,,,,,
Nigeria,1989,1A3E,Coal,,,,,
Nigeria,1989,1A3E,Natural gas,,,,,
Nigeria,1989,1A3E,Oil,,,,,
Nigeria,1989,1A3E1,Coal,,,,,
Nigeria,1989,1A3E1,Natural gas,,,,,
Nigeria,1989,1A3E1,Oil,,,,,
Nigeria,1989,1A4,Coal,,,,,
Nigeria,1989,1A4,Natural gas,,,,,
Nigeria,1989,1A4,Oil,,,,,
Nigeria,1989,1A4A,Coal,,,,,
Nigeria,1989,1A4A,Natural gas,,,,,
Nigeria,1989,1A4A,Oil,,,,,
Nigeria,1989,1A4B,Coal,,,,,
Nigeria,1989,1A4B,Natural gas,,,,,
Nigeria,1989,1A4B,Oil,,,,,
Nigeria,1989,1A4C,Coal,,,,,
Nigeria,1989,1A4C,Natural gas,,,,,
Nigeria,1989,1A4C,Oil,,,,,
Nigeria,1989,1A4C1,Coal,,,,,
Nigeria,1989,1A4C1,Natural gas,,,,,
Nigeria,1989,1A4C1,Oil,,,,,
Nigeria,1989,1A4C2,Coal,,,,,
Nigeria,1989,1A4C2,Natural gas,,,,,
Nigeria,1989,1A4C2,Oil,,,,,
Nigeria,1989,1A4C3,Coal,,,,,
Nigeria,1989,1A4C3,Natural gas,,,,,
Nigeria,1989,1A4C3,Oil,,,,,
Nigeria,1989,1A5,Coal,,,,,
Nigeria,1989,1A5,Natural gas,,,,,
Nigeria,1989,1A5,Oil,,,,,
Nigeria,1989,1A5A,Coal,,,,,
Nigeria,1989,1A5A,Natural gas,,,,,
Nigeria,1989,1A5A,Oil,,,,,
Nigeria,1989,1A5B,Coal,,,,,
Nigeria,1989,1A5B,Natural gas,,,,,
Nigeria,1989,1A5B,Oil,,,,,
Nigeria,1989,1A5C,Coal,,,,,
Nigeria,1989,1A5C,Natural gas,,,,,
Nigeria,1989,1A5C,Oil,,,,,
Nigeria,1989,1B,,,,,,
Nigeria,1989,1B1,,,,,,
Nigeria,1989,1B1A,,,,,,
Nigeria,1989,1B1A1,,,,,,
Nigeria,1989,1B1A11,,,,,,
Nigeria,1989,1B1A12,,,,,,
Nigeria,1989,1B1A13,,,,,,
Nigeria,1989,1B1A14,,,,,,
Nigeria,1989,1B1A2,,,,,,
Nigeria,1989,1B1A21,,,,,,
Nigeria,1989,1B1A22,,,,,,
Nigeria,1989,1B1B,,,,,,
Nigeria,1989,1B2,,,,,,
Nigeria,1989,1B2A,,,,,,
Nigeria,1989,1B2A1,,,,,,
Nigeria,1989,1B2A2,,,,,,
Nigeria,1989,1B2A3,,,,,,
Nigeria,1989,1B2A31,,,,,,
Nigeria,1989,1B2A32,,,,,,
Nigeria,1989,1B2A33,,,,,,
Nigeria,1989,1B2A34,,,,,,
Nigeria,1989,1B2A35,,,,,,
Nigeria,1989,1B2A36,,,,,,
Nigeria,1989,1B2B,,,,,,
Nigeria,1989,1B2B1,,,,,,
Nigeria,1989,1B2B2,,,,,,
Nigeria,1989,1B2B3,,,,,,
Nigeria,1989,1B2B31,,,,,,
Nigeria,1989,1B2B32,,,,,,
Nigeria,1989,1B2B33,,,,,,
Nigeria,1989,1B2B34,,,,,,
Nigeria,1989,1B2B35,,,,,,
Nigeria,1989,1B2B36,,,,,,
Nigeria,1989,1B3,,,,,,
Nigeria,1989,1C,,,,,,
Nigeria,1989,1C1,,,,,,
Nigeria,1989,1C1A,,,,,,
Nigeria,1989,1C1B,,,,,,
Nigeria,1989,1C1C,,,,,,
Nigeria,1989,1C2,,,,,,
Nigeria,1989,1C2A,,,,,,
Nigeria,1989,1C2B,,,,,,
Nigeria,1989,1C3,,,,,,
Nigeria,1989,2,,,,,,
Nigeria,1989,20,,,,,,
Nigeria,1989,200,,,,,,
Nigeria,1989,2000,,,,,,
Nigeria,1989,20000,,,,,,
Nigeria,1989,200000,,,,,,
Nigeria,1989,2A,,,,,,
Nigeria,1989,2A1,,,,,,
Nigeria,1989,2A2,,,,,,
Nigeria,1989,2A3,,,,,,
Nigeria,1989,2A4,,,,,,
Nigeria,1989,2A4A,,,,,,
Nigeria,1989,2A4B,,,,,,
Nigeria,1989,2A4C,,,,,,
Nigeria,1989,2A4D,,,,,,
Nigeria,1989,2B,,,,,,
Nigeria,1989,2B1,,,,,,
Nigeria,1989,2B10,,,,,,
Nigeria,1989,2B2,,,,,,
Nigeria,1989,2B3,,,,,,
Nigeria,1989,2B4,,,,,,
Nigeria,1989,2B5,,,,,,
Nigeria,1989,2B6,,,,,,
Nigeria,1989,2B7,,,,,,
Nigeria,1989,2B8,,,,,,
Nigeria,1989,2B8A,,,,,,
Nigeria,1989,2B8B,,,,,,
Nigeria,1989,2B8C,,,,,,
Nigeria,1989,2B8D,,,,,,
Nigeria,1989,2B8E,,,,,,
Nigeria,1989,2B8F,,,,,,
Nigeria,1989,2B9,,,,,,
Nigeria,1989,2B9A,,,,,,
Nigeria,1989,2B9B,,,,,,
Nigeria,1989,2C,,,,,,
Nigeria,1989,2C1,,,,,,
Nigeria,1989,2C2,,,,,,
Nigeria,1989,2C3,,,,,,
Nigeria,1989,2C4,,,,,,
Nigeria,1989,2C5,,,,,,
Nigeria,1989,2C6,,,,,,
Nigeria,1989,2C7,,,,,,
Nigeria,1989,2D,,,,,,
Nigeria,1989,2D1,,,,,,
Nigeria,1989,2D2,,,,,,
Nigeria,1989,2D3,,,,,,
Nigeria,1989,2D4,,,,,,
Nigeria,1989,2E,,,,,,
Nigeria,1989,2F,,,,,,
Nigeria,1989,2F1,,,,,,
Nigeria,1989,2F2,,,,,,
Nigeria,1989,2F3,,,,,,
Nigeria,1989,2F4,,,,,,
Nigeria,1989,2F5,,,,,,
Nigeria,1989,2F6,,,,,,
Nigeria,1989,2G,,,,,,
Nigeria,1989,2G1,,,,,,
Nigeria,1989,2G2,,,,,,
Nigeria,1989,2G3,,,,,,
Nigeria,1989,2G4,,,,,,
Nigeria,1989,2H,,,,,,
Nigeria,1989,2H1,,,,,,
Nigeria,1989,2H2,,,,,,
Nigeria,1989,2H3,,,,,,
Nigeria,1989,3,,,,,,
Nigeria,1989,3A,,,,,,
Nigeria,1989,3A1,,,,,,
Nigeria,1989,3A2,,,,,,
Nigeria,1989,3B,,,,,,
Nigeria,1989,3B1,,,,,,
Nigeria,1989,3B1A,,,,,,
Nigeria,1989,3B1B,,,,,,
Nigeria,1989,3B2,,,,,,
Nigeria,1989,3B2A,,,,,,
Nigeria,1989,3B2B,,,,,,
Nigeria,1989,3B3,,,,,,
Nigeria,1989,3B3A,,,,,,
Nigeria,1989,3B3B,,,,,,
Nigeria,1989,3B4,,,,,,
Nigeria,1989,3B4A,,,,,,
Nigeria,1989,3B4B,,,,,,
Nigeria,1989,3B5,,,,,,
Nigeria,1989,3B5A,,,,,,
Nigeria,1989,3B5B,,,,,,
Nigeria,1989,3B6,,,,,,
Nigeria,1989,3B6A,,,,,,
Nigeria,1989,3B6B,,,,,,
Nigeria,1989,3B6B1,,,,,,
Nigeria,1989,3B6B2,,,,,,
Nigeria,1989,3B6B3,,,,,,
Nigeria,1989,3B6B4,,,,,,
Nigeria,1989,3B6B5,,,,,,
Nigeria,1989,3C,,,,,,
Nigeria,1989,3C1,,,,,,
Nigeria,1989,3C2,,,,,,
Nigeria,1989,3C3,,,,,,
Nigeria,1989,3C4,,,,,,
Nigeria,1989,3C5,,,,,,
Nigeria,1989,3C6,,,,,,
Nigeria,1989,3C7,,,,,,
Nigeria,1989,3C8,,,,,,
Nigeria,1989,3D,,,,,,
Nigeria,1989,3D1,,,,,,
Nigeria,1989,3D2,,,,,,
Nigeria,1989,4,,,,,,
Nigeria,1989,4A,,,,,,
Nigeria,1989,4A1,,,,,,
Nigeria,1989,4A2,,,,,,
Nigeria,1989,4A3,,,,,,
Nigeria,1989,4B,,,,,,
Nigeria,1989,4C,,,,,,
Nigeria,1989,4C1,,,,,,
Nigeria,1989,4C2,,,,,,
Nigeria,1989,4D,,,,,,
Nigeria,1989,4D1,,,,,,
Nigeria,1989,4D2,,,,,,
Nigeria,1989,4E,,,,,,
Nigeria,1989,5,,,,,,
Nigeria,1989,5A,,,,,,
Nigeria,1989,5A1,,,,,,
Nigeria,1989,5A2,,,,,,
Nigeria,1990,0,,,,,,
Nigeria,1990,1,,,,,,
Nigeria,1990,1A,Coal,,,,,
Nigeria,1990,1A,Natural gas,,,,,
Nigeria,1990,1A,Oil,,,,,
Nigeria,1990,1A1,Coal,,,,,
Nigeria,1990,1A1,Natural gas,,,,,
Nigeria,1990,1A1,Oil,,,,,
Nigeria,1990,1A1A,Coal,,,,,
Nigeria,1990,1A1A,Natural gas,,,,,
Nigeria,1990,1A1A,Oil,,,,,
Nigeria,1990,1A1A1,Coal,,,,,
Nigeria,1990,1A1A1,Natural gas,,,,,
Nigeria,1990,1A1A1,Oil,,,,,
Nigeria,1990,1A1A2,Coal,,,,,
Nigeria,1990,1A1A2,Natural gas,,,,,
Nigeria,1990,1A1A2,Oil,,,,,
Nigeria,1990,1A1A3,Coal,,,,,
Nigeria,1990,1A1A3,Natural gas,,,,,
Nigeria,1990,1A1A3,Oil,,,,,
Nigeria,1990,1A1B,Coal,,,,,
Nigeria,1990,1A1B,Natural gas,,,,,
Nigeria,1990,1A1B,Oil,,,,,
Nigeria,1990,1A1C,Coal,,,,,
Nigeria,1990,1A1C,Natural gas,,,,,
Nigeria,1990,1A1C,Oil,,,,,
Nigeria,1990,1A2,Coal,,,,,
Nigeria,1990,1A2,Natural gas,,,,,
Nigeria,1990,1A2,Oil,,,,,
Nigeria,1990,1A2A,Coal,,,,,
Nigeria,1990,1A2A,Natural gas,,,,,
Nigeria,1990,1A2A,Oil,,,,,
Nigeria,1990,1A2B,Coal,,,,,
Nigeria,1990,1A2B,Natural gas,,,,,
Nigeria,1990,1A2B,Oil,,,,,
Nigeria,1990,1A2C,Coal,,,,,
Nigeria,1990,1A2C,Natural gas,,,,,
Nigeria,1990,1A2C,Oil,,,,,
Nigeria,1990,1A2D,Coal,,,,,
Nigeria,1990,1A2D,Natural gas,,,,,
Nigeria,1990,1A2D,Oil,,,,,
Nigeria,1990,1A2E,Coal,,,,,
Nigeria,1990,1A2E,Natural gas,,,,,
