Jurisdiction,Year,IPCC_cat_code,Product,tax,ets,tax_rate_excl_ex_clcu,tax_ex_rate,ets_price
Malaysia,1989,0,,,,,,
Malaysia,1989,1,,,,,,
Malaysia,1989,1A,Coal/peat,,,,,
Malaysia,1989,1A,Natural gas,,,,,
Malaysia,1989,1A,Oil,,,,,
Malaysia,1989,1A1,Coal/peat,,,,,
Malaysia,1989,1A1,Natural gas,,,,,
Malaysia,1989,1A1,Oil,,,,,
Malaysia,1989,1A1A,Coal/peat,,,,,
Malaysia,1989,1A1A,Natural gas,,,,,
Malaysia,1989,1A1A,Oil,,,,,
Malaysia,1989,1A1A1,Coal/peat,,,,,
Malaysia,1989,1A1A1,Natural gas,,,,,
Malaysia,1989,1A1A1,Oil,,,,,
Malaysia,1989,1A1A2,Coal/peat,,,,,
Malaysia,1989,1A1A2,Natural gas,,,,,
Malaysia,1989,1A1A2,Oil,,,,,
Malaysia,1989,1A1A3,Coal/peat,,,,,
Malaysia,1989,1A1A3,Natural gas,,,,,
Malaysia,1989,1A1A3,Oil,,,,,
Malaysia,1989,1A1B,Coal/peat,,,,,
Malaysia,1989,1A1B,Natural gas,,,,,
Malaysia,1989,1A1B,Oil,,,,,
Malaysia,1989,1A1C,Coal/peat,,,,,
Malaysia,1989,1A1C,Natural gas,,,,,
Malaysia,1989,1A1C,Oil,,,,,
Malaysia,1989,1A2,Coal/peat,,,,,
Malaysia,1989,1A2,Natural gas,,,,,
Malaysia,1989,1A2,Oil,,,,,
Malaysia,1989,1A2A,Coal/peat,,,,,
Malaysia,1989,1A2A,Natural gas,,,,,
Malaysia,1989,1A2A,Oil,,,,,
Malaysia,1989,1A2B,Coal/peat,,,,,
Malaysia,1989,1A2B,Natural gas,,,,,
Malaysia,1989,1A2B,Oil,,,,,
Malaysia,1989,1A2C,Coal/peat,,,,,
Malaysia,1989,1A2C,Natural gas,,,,,
Malaysia,1989,1A2C,Oil,,,,,
Malaysia,1989,1A2D,Coal/peat,,,,,
Malaysia,1989,1A2D,Natural gas,,,,,
Malaysia,1989,1A2D,Oil,,,,,
Malaysia,1989,1A2E,Coal/peat,,,,,
Malaysia,1989,1A2E,Natural gas,,,,,
Malaysia,1989,1A2E,Oil,,,,,
Malaysia,1989,1A2F,Coal/peat,,,,,
Malaysia,1989,1A2F,Natural gas,,,,,
Malaysia,1989,1A2F,Oil,,,,,
Malaysia,1989,1A2G,Coal/peat,,,,,
Malaysia,1989,1A2G,Natural gas,,,,,
Malaysia,1989,1A2G,Oil,,,,,
Malaysia,1989,1A2H,Coal/peat,,,,,
Malaysia,1989,1A2H,Natural gas,,,,,
Malaysia,1989,1A2H,Oil,,,,,
Malaysia,1989,1A2I,Coal/peat,,,,,
Malaysia,1989,1A2I,Natural gas,,,,,
Malaysia,1989,1A2I,Oil,,,,,
Malaysia,1989,1A2J,Coal/peat,,,,,
Malaysia,1989,1A2J,Natural gas,,,,,
Malaysia,1989,1A2J,Oil,,,,,
Malaysia,1989,1A2K,Coal/peat,,,,,
Malaysia,1989,1A2K,Natural gas,,,,,
Malaysia,1989,1A2K,Oil,,,,,
Malaysia,1989,1A2L,Coal/peat,,,,,
Malaysia,1989,1A2L,Natural gas,,,,,
Malaysia,1989,1A2L,Oil,,,,,
Malaysia,1989,1A2M,Coal/peat,,,,,
Malaysia,1989,1A2M,Natural gas,,,,,
Malaysia,1989,1A2M,Oil,,,,,
Malaysia,1989,1A3,Coal/peat,,,,,
Malaysia,1989,1A3,Natural gas,,,,,
Malaysia,1989,1A3,Oil,,,,,
Malaysia,1989,1A3A,Coal/peat,,,,,
Malaysia,1989,1A3A,Natural gas,,,,,
Malaysia,1989,1A3A,Oil,,,,,
Malaysia,1989,1A3A1,Coal/peat,,,,,
Malaysia,1989,1A3A1,Natural gas,,,,,
Malaysia,1989,1A3A1,Oil,,,,,
Malaysia,1989,1A3A2,Coal/peat,,,,,
Malaysia,1989,1A3A2,Natural gas,,,,,
Malaysia,1989,1A3A2,Oil,,,,,
Malaysia,1989,1A3B,Coal/peat,,,,,
Malaysia,1989,1A3B,Natural gas,,,,,
Malaysia,1989,1A3B,Oil,,,,,
Malaysia,1989,1A3C,Coal/peat,,,,,
Malaysia,1989,1A3C,Natural gas,,,,,
Malaysia,1989,1A3C,Oil,,,,,
Malaysia,1989,1A3D,Coal/peat,,,,,
Malaysia,1989,1A3D,Natural gas,,,,,
Malaysia,1989,1A3D,Oil,,,,,
Malaysia,1989,1A3D1,Coal/peat,,,,,
Malaysia,1989,1A3D1,Natural gas,,,,,
Malaysia,1989,1A3D1,Oil,,,,,
Malaysia,1989,1A3D2,Coal/peat,,,,,
Malaysia,1989,1A3D2,Natural gas,,,,,
Malaysia,1989,1A3D2,Oil,,,,,
Malaysia,1989,1A3E,Coal/peat,,,,,
Malaysia,1989,1A3E,Natural gas,,,,,
Malaysia,1989,1A3E,Oil,,,,,
Malaysia,1989,1A3E1,Coal/peat,,,,,
Malaysia,1989,1A3E1,Natural gas,,,,,
Malaysia,1989,1A3E1,Oil,,,,,
Malaysia,1989,1A4,Coal/peat,,,,,
Malaysia,1989,1A4,Natural gas,,,,,
Malaysia,1989,1A4,Oil,,,,,
Malaysia,1989,1A4A,Coal/peat,,,,,
Malaysia,1989,1A4A,Natural gas,,,,,
Malaysia,1989,1A4A,Oil,,,,,
Malaysia,1989,1A4B,Coal/peat,,,,,
Malaysia,1989,1A4B,Natural gas,,,,,
Malaysia,1989,1A4B,Oil,,,,,
