Jurisdiction,Year,IPCC_cat_code,Product,tax,ets,tax_rate_excl_ex_clcu,tax_ex_rate,ets_price
Hungary,1989,0,,,,,,
Hungary,1989,1,,,,,,
Hungary,1989,1A,Coal/peat,,,,,
Hungary,1989,1A,Natural gas,,,,,
Hungary,1989,1A,Oil,,,,,
Hungary,1989,1A1,Coal/peat,,,,,
Hungary,1989,1A1,Natural gas,,,,,
Hungary,1989,1A1,Oil,,,,,
Hungary,1989,1A1A,Coal/peat,,,,,
Hungary,1989,1A1A,Natural gas,,,,,
Hungary,1989,1A1A,Oil,,,,,
Hungary,1989,1A1A1,Coal/peat,,,,,
Hungary,1989,1A1A1,Natural gas,,,,,
Hungary,1989,1A1A1,Oil,,,,,
Hungary,1989,1A1A2,Coal/peat,,,,,
Hungary,1989,1A1A2,Natural gas,,,,,
Hungary,1989,1A1A2,Oil,,,,,
Hungary,1989,1A1A3,Coal/peat,,,,,
Hungary,1989,1A1A3,Natural gas,,,,,
Hungary,1989,1A1A3,Oil,,,,,
Hungary,1989,1A1B,Coal/peat,,,,,
Hungary,1989,1A1B,Natural gas,,,,,
Hungary,1989,1A1B,Oil,,,,,
Hungary,1989,1A1C,Coal/peat,,,,,
Hungary,1989,1A1C,Natural gas,,,,,
Hungary,1989,1A1C,Oil,,,,,
Hungary,1989,1A2,Coal/peat,,,,,
Hungary,1989,1A2,Natural gas,,,,,
Hungary,1989,1A2,Oil,,,,,
Hungary,1989,1A2A,Coal/peat,,,,,
Hungary,1989,1A2A,Natural gas,,,,,
Hungary,1989,1A2A,Oil,,,,,
Hungary,1989,1A2B,Coal/peat,,,,,
Hungary,1989,1A2B,Natural gas,,,,,
Hungary,1989,1A2B,Oil,,,,,
Hungary,1989,1A2C,Coal/peat,,,,,
Hungary,1989,1A2C,Natural gas,,,,,
Hungary,1989,1A2C,Oil,,,,,
Hungary,1989,1A2D,Coal/peat,,,,,
Hungary,1989,1A2D,Natural gas,,,,,
Hungary,1989,1A2D,Oil,,,,,
Hungary,1989,1A2E,Coal/peat,,,,,
Hungary,1989,1A2E,Natural gas,,,,,
Hungary,1989,1A2E,Oil,,,,,
Hungary,1989,1A2F,Coal/peat,,,,,
Hungary,1989,1A2F,Natural gas,,,,,
Hungary,1989,1A2F,Oil,,,,,
Hungary,1989,1A2G,Coal/peat,,,,,
Hungary,1989,1A2G,Natural gas,,,,,
Hungary,1989,1A2G,Oil,,,,,
Hungary,1989,1A2H,Coal/peat,,,,,
